#OTUId	01.AV555	02.AV604	03.AV612	04.AV650	05.AV717	06.AV718	07.AV770	08.AV782.2	09.AV791	10.AV794	11.AV833	12.AV967	13.AV968	14.AV971	15.AV972	16.AV974	17.AV996	18.AV551	19.AV572	20.AV580	21.AV586	22.AV589	23.AV590	24.AV591	25.AV598	26.AV608	27.AV609	28.AV610	29.AV611	30.AV802	31.AV521	32.AV527	33.AV541	34.AV542	35.AV543	36.AV567	37.AV568	38.AV570	39.AV571	40.AV579	41.AV803	42.AV814	43.AV583	44.AV584	45.AV587	46.AV588	47.AV596	48.AV597	49.AV816	50.AV817	51.AV863	52.AV864	53.AV865	54.AV866	taxonomy
ASV_918	1	0	0	1	19	12	5	23	86	0	1	0	0	146	289	100	1	0	1	130	157	161	212	15	141	1	1	43	2	82	16	117	214	168	52	9	24	1	7	527	1	0	4	8	29	1	181	29	186	7	1	3	259	102	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_1068	53	75	114	59	67	63	14	3	23	5	139	1	5	59	59	47	6	21	199	18	76	82	73	25	74	63	143	174	55	49	64	142	48	98	63	53	63	41	115	14	57	58	47	11	81	158	97	110	1	3	15	6	15	16	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_1605	37	32	21	33	11	31	23	34	70	37	41	38	40	77	208	79	104	213	100	120	45	132	156	122	83	134	129	136	111	74	92	90	62	87	70	50	56	71	171	90	109	196	84	77	47	62	67	61	66	61	90	48	117	87	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
ASV_4988	0	0	1	0	0	0	0	14	4	0	1	6	4	7	1	2	25	0	2	5	55	4	1	0	4	0	2	0	1	0	3	3	2	6	1	0	1	10	10	29	4	1	69	3	27	6	6	3	1	9	0	133	0	5	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_1587	0	0	0	0	14	6	1	5	20	0	0	0	0	45	83	19	0	0	0	39	41	51	72	6	57	0	3	22	0	39	11	42	68	49	20	0	13	0	4	181	0	0	1	1	11	2	66	8	51	0	0	1	75	36	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_3780	0	0	0	0	3	0	35	12	50	35	12	163	29	0	0	6	14	1	1	8	14	1	0	29	18	0	1	1	5	1	40	0	1	9	13	1	2	5	0	21	3	56	1	0	0	18	0	0	23	24	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_265	55	312	227	72	214	81	140	21	149	165	528	60	63	56	260	149	210	168	215	77	139	101	130	55	168	196	328	284	99	170	113	173	118	239	111	134	112	85	233	83	221	192	958	261	419	406	170	231	23	100	21	87	200	80	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_1088	45	81	11	0	10	4	36	11	9	10	102	35	62	0	9	45	30	52	15	13	36	29	59	13	4	29	70	76	53	47	21	17	18	29	9	0	22	22	30	11	34	45	14	4	12	83	46	61	6	77	29	2	19	16	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Clostridium IV;
ASV_3743	9	20	4	17	12	8	16	6	36	61	8	52	19	38	142	98	54	98	15	44	36	49	22	78	53	40	31	26	37	28	28	53	25	49	21	15	52	23	34	57	53	40	74	50	13	41	40	20	44	21	19	37	11	11	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_964	6	2	10	0	7	14	34	15	21	32	41	2	34	18	12	17	36	129	145	104	62	172	81	25	30	19	32	42	42	92	144	28	266	53	45	55	50	12	87	123	81	149	386	82	76	108	135	84	51	32	23	15	21	18	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_1318	0	2	5	1	5	1	56	38	9	111	2	0	11	13	20	24	57	52	2	332	103	149	158	40	56	80	169	165	171	0	204	6	246	105	55	6	0	1	3	274	9	49	11	128	52	175	127	132	5	1	9	99	7	37	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_979	68	5	42	1	14	1	22	14	57	12	21	20	6	65	33	28	2	8	73	47	96	64	29	73	78	71	85	157	72	22	78	80	20	207	64	78	51	54	121	71	53	96	16	105	51	19	11	3	23	9	28	77	149	68	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
ASV_283	28	65	24	18	2	3	120	13	32	68	21	22	68	49	23	49	1	253	48	117	51	82	72	65	66	5	37	35	66	8	41	65	120	56	53	64	86	73	88	154	78	126	160	82	60	34	68	26	93	64	73	14	15	23	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_2408	21	29	37	64	25	12	45	28	37	7	72	8	130	83	131	78	19	2	28	4	27	33	9	4	13	25	18	31	23	48	14	17	23	10	21	10	14	10	40	3	8	12	0	0	2	39	30	51	1	26	4	1	37	14	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;
ASV_1865	30	8	1	12	16	19	9	12	7	44	41	16	13	0	4	12	34	109	94	90	34	141	45	19	21	16	8	15	54	9	26	19	38	46	9	108	125	140	49	57	7	30	206	135	36	49	169	82	15	11	7	12	12	28	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_700	15	39	61	49	36	43	50	22	105	54	83	82	72	168	81	113	35	4	44	11	26	29	26	7	22	39	41	21	11	34	49	24	9	31	27	28	25	11	66	11	34	20	24	34	45	52	22	43	10	10	11	36	33	30	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_66	117	115	31	52	1	68	165	49	166	140	162	190	168	89	152	125	140	225	149	174	64	257	281	160	108	53	68	113	69	101	103	124	166	103	173	178	152	141	173	132	183	236	76	188	211	146	118	93	140	270	167	154	128	129	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;
ASV_4554	66	60	127	76	72	121	24	96	17	8	178	9	3	0	4	0	0	90	0	1	18	19	3	0	1	2	1	28	1	21	0	10	9	5	31	25	14	7	4	0	58	0	0	0	0	4	3	1	0	0	3	5	0	14	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;
ASV_1731	74	106	207	97	92	127	45	24	83	34	89	0	18	50	55	20	25	63	72	27	34	35	15	3	6	53	45	45	29	41	47	25	43	60	60	33	11	10	96	18	57	56	22	8	38	62	36	50	7	6	4	28	34	26	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_83	139	66	15	115	74	50	147	86	165	224	96	215	197	139	215	184	432	147	72	108	72	97	87	78	97	58	75	87	70	34	59	38	50	40	48	99	96	57	41	91	63	191	75	97	102	71	36	51	161	131	131	158	94	174	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;
ASV_3501	0	0	1	0	0	0	0	12	6	3	0	10	2	17	4	1	27	1	4	1	46	8	0	0	3	1	2	2	8	1	1	7	1	6	0	3	5	18	3	47	3	1	98	5	37	6	11	3	0	14	1	178	0	13	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_484	60	38	8	107	74	0	169	50	428	601	81	12	121	250	692	1302	1028	17	65	130	73	111	29	100	41	101	136	66	123	95	43	235	42	35	134	333	99	107	170	316	258	121	89	388	211	624	343	348	111	417	134	144	188	128	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium XlVb;
ASV_1043	30	2	0	2	5	0	4	7	0	7	34	35	2	24	5	84	11	30	4	7	13	18	3	15	5	50	47	62	55	15	2	40	7	19	4	44	54	58	1	92	44	4	100	65	6	6	3	8	30	19	45	50	53	43	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_59	23	10	1	12	0	1	94	54	428	27	43	514	832	753	325	394	254	3	36	35	92	139	23	153	657	1049	551	25	137	46	220	22	16	195	93	12	4	8	171	123	157	101	926	243	202	1	13	9	270	1128	425	426	33	296	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_1702	160	76	345	55	110	171	18	18	22	70	32	93	216	107	46	114	176	128	21	20	47	83	26	40	31	41	29	26	20	12	36	39	33	97	65	25	16	28	106	36	50	75	152	131	168	133	118	126	60	99	27	92	74	69	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
ASV_764	5	4	0	6	1	0	41	0	65	3	7	39	0	12	0	2	1	0	25	73	59	217	6	96	106	94	84	90	51	53	23	82	2	14	33	26	35	10	13	70	4	0	123	77	10	33	7	12	0	27	86	37	6	89	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_2907	3	8	7	8	0	1	6	22	13	7	40	10	5	23	4	2	22	3	35	32	40	22	22	33	40	23	56	50	28	8	10	30	29	32	6	14	13	7	47	44	45	7	110	29	13	15	12	10	59	21	59	54	71	61	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
ASV_1191	23	79	51	22	46	17	25	4	44	45	122	16	16	10	61	30	38	46	67	18	36	19	31	16	39	43	74	57	27	41	31	49	24	52	23	40	34	17	54	20	46	42	251	86	139	100	41	55	4	32	3	24	43	9	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_90	74	140	53	49	12	6	367	39	102	240	72	66	218	123	75	157	5	848	154	438	124	279	236	239	237	12	123	117	144	19	171	204	304	175	186	250	254	235	283	457	242	377	522	176	159	100	218	82	294	201	217	44	24	61	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_3376	0	0	0	0	1	1	20	7	2	37	0	0	1	2	10	6	16	11	0	112	34	37	53	9	12	23	64	45	43	0	67	0	60	32	9	1	0	0	2	65	0	10	0	25	19	56	33	32	0	1	2	25	4	6	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_206	78	85	25	38	1	69	99	38	104	83	99	98	102	45	106	84	115	133	119	88	54	165	173	99	57	48	42	95	46	79	59	87	128	88	118	108	93	124	109	100	132	158	48	101	149	79	60	64	82	191	81	102	97	103	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;
ASV_5717	5	9	5	2	2	1	4	1	9	6	7	23	19	65	7	6	7	8	3	11	19	18	7	7	7	11	4	7	9	10	6	8	10	18	4	4	7	9	5	4	13	3	32	18	18	4	10	5	15	7	14	8	15	24	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;
ASV_5622	3	0	0	0	7	8	1	7	23	0	1	0	0	34	67	33	0	0	0	28	40	39	66	4	36	0	2	20	0	31	5	38	60	49	6	0	12	0	0	157	0	0	0	2	1	1	42	7	41	0	0	0	70	24	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_52	0	2	2	47	2	0	54	41	692	376	35	541	515	43	0	118	429	25	2	15	33	39	3	66	74	159	31	12	2	25	254	15	66	181	36	221	7	52	91	16	1011	1046	6	16	66	39	2	9	1604	249	826	329	170	459	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_2787	0	2	0	0	3	2	0	3	13	0	0	0	0	39	86	18	0	0	0	31	38	56	46	5	32	0	1	11	0	25	3	35	57	42	17	1	7	1	1	151	1	1	1	3	3	1	60	3	52	0	2	0	60	31	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_3030	0	0	0	0	7	8	1	4	11	0	3	0	0	25	66	27	1	0	0	25	32	22	58	7	36	0	1	11	0	18	2	26	57	43	19	1	5	0	0	115	1	0	2	3	4	0	43	5	48	1	0	1	46	30	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_2755	35	23	3	4	21	15	16	3	10	30	42	17	5	3	3	13	20	118	65	101	18	119	45	19	44	11	14	16	60	8	20	13	30	39	10	71	111	93	46	64	5	20	145	112	25	37	130	67	11	21	7	16	5	16	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_2248	0	3	0	109	0	0	2	15	5	23	38	48	3	3	72	11	201	0	29	12	27	1	4	33	2	26	7	6	159	10	32	5	92	7	1	61	76	185	2	223	1	11	0	0	28	2	47	115	14	68	1	1	2	3	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_1668	4	50	42	48	23	9	107	3	164	64	198	173	87	60	28	101	96	7	91	73	68	48	36	45	79	391	231	94	40	70	42	20	73	109	18	92	25	19	48	151	92	31	301	260	124	121	28	155	133	30	140	302	270	218	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Barnesiella;
ASV_1975	1	0	0	0	9	2	0	7	26	0	1	0	0	39	98	29	1	0	0	45	54	52	80	5	44	0	0	20	0	16	4	43	59	46	13	1	10	1	1	153	0	0	1	5	9	0	59	7	58	1	0	0	72	36	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_797	33	31	43	51	76	40	25	29	29	23	37	0	27	65	80	63	19	18	52	38	43	62	39	29	40	75	73	77	31	24	53	42	36	59	37	63	40	30	43	22	34	39	26	0	30	57	34	48	10	18	9	6	29	31	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_8389	0	0	0	2	0	0	6	11	31	3	0	2	19	35	52	26	67	0	1	2	61	3	2	15	12	58	45	11	12	2	2	0	15	2	4	0	0	0	0	3	4	18	25	1	0	11	0	0	1	6	3	36	0	2	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_941	68	29	11	26	32	30	14	9	22	56	68	22	16	1	13	30	45	189	139	162	46	195	84	39	61	20	14	26	122	6	41	18	59	55	16	125	210	184	78	125	13	54	280	189	60	107	288	125	26	27	11	27	11	44	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_317	0	1	0	16	0	0	21	8	189	94	9	158	180	15	1	45	108	8	2	7	11	10	1	20	25	45	15	2	0	14	85	4	8	51	15	69	3	9	28	2	246	260	2	1	15	14	2	1	498	85	269	104	66	131	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_1412	64	15	106	83	22	15	56	5	44	4	70	0	0	16	17	0	1	140	80	34	25	3	3	4	7	0	0	0	0	0	142	21	50	38	115	61	29	21	114	23	36	69	0	0	11	18	26	14	0	4	0	3	0	2	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_7408	11	4	56	38	10	7	2	1	6	2	24	7	5	23	19	0	6	8	2	3	10	7	4	1	0	3	5	6	8	9	2	4	13	3	2	1	1	2	24	0	0	7	1	0	0	1	0	5	0	0	1	13	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
ASV_5866	2	2	6	3	1	2	14	3	4	5	7	10	2	3	10	9	12	23	8	86	43	116	20	40	66	18	27	31	20	33	0	24	15	12	3	24	24	10	19	48	36	27	35	13	20	20	31	20	1	5	8	3	8	14	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium XlVa;
ASV_8666	2	2	0	1	1	0	58	10	70	164	7	153	55	1	11	12	20	9	5	21	38	14	11	28	30	1	0	2	2	18	3	9	5	5	2	3	7	2	3	17	52	12	2	16	11	7	4	12	64	12	14	6	6	19	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_3397	2	5	1	0	2	1	1	12	87	2	10	0	2	195	113	2	32	1	5	4	23	52	5	99	63	0	2	0	20	14	24	5	24	53	18	32	22	7	18	20	14	36	1	5	13	5	0	6	56	31	20	9	3	3	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_1845	0	21	0	9	4	0	0	29	12	1	0	0	6	5	0	21	0	1	18	0	30	0	39	71	39	0	4	1	29	11	31	23	6	24	20	43	92	9	28	82	0	84	88	3	33	3	8	6	18	0	0	4	22	3	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;
ASV_4706	2	20	16	14	3	4	26	3	35	19	53	39	23	15	5	26	32	2	17	24	11	10	19	13	27	86	57	17	8	28	10	6	15	30	8	17	3	6	9	44	32	12	84	69	40	27	3	32	32	8	39	103	56	51	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Barnesiella;
ASV_1269	0	5	8	12	0	12	13	5	1	3	13	0	2	1	1	10	2	22	459	70	33	2	71	59	0	67	133	130	75	61	124	45	131	59	33	53	9	49	63	69	54	61	4	26	177	205	202	187	19	0	40	42	112	47	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_1771	0	3	1	10	0	0	2	3	2	2	2	0	4	0	62	9	206	7	41	294	16	27	59	104	20	23	24	37	12	12	49	13	7	128	30	6	13	6	45	326	32	28	376	125	17	18	39	47	29	24	22	29	23	125	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_1868	1	10	22	15	15	23	13	6	14	6	34	0	2	17	35	3	1	25	7	12	22	12	17	10	11	13	12	31	5	20	22	10	14	27	16	22	6	5	17	15	41	37	27	96	64	108	54	109	13	9	15	29	23	33	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_2839	11	3	1	29	14	0	36	11	65	102	13	5	24	42	116	192	154	2	20	24	18	25	4	23	10	13	24	13	19	16	7	35	4	7	14	66	15	19	23	60	42	9	13	45	23	99	62	76	12	94	12	25	26	35	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium XlVb;
ASV_2125	5	14	9	16	16	10	17	4	43	18	12	13	34	20	25	21	10	32	70	27	28	36	31	5	14	39	49	17	4	30	45	27	13	50	20	33	15	22	24	23	47	34	54	32	65	27	10	81	17	15	8	29	24	28	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_4954	1	2	2	3	0	6	30	7	0	0	3	0	0	1	31	0	0	22	47	134	32	89	25	92	17	0	0	3	1	5	0	4	5	46	0	58	76	31	112	9	3	1	0	0	5	7	0	1	1	75	7	2	1	19	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_1630	3	26	0	10	0	0	55	1	49	3	5	50	1	16	0	2	0	0	16	106	43	292	10	121	87	118	101	110	51	85	34	89	2	19	27	37	43	24	9	76	4	0	122	84	18	22	14	22	0	51	74	50	8	111	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_801	85	19	140	86	17	27	76	4	66	3	68	0	0	27	43	0	1	156	94	75	21	3	5	1	3	0	0	0	0	3	161	36	57	66	122	84	31	18	151	10	38	94	0	0	7	9	44	26	0	1	1	4	1	4	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_1047	17	153	15	17	36	19	48	35	33	46	13	223	283	159	279	167	427	90	17	29	39	53	19	110	52	72	17	50	11	18	132	35	85	39	7	28	46	160	23	150	35	31	0	213	187	137	57	59	128	187	152	190	108	118	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_4091	2	18	0	3	8	0	4	7	2	12	4	27	46	24	39	29	75	11	6	2	8	6	3	20	6	22	4	14	2	7	17	6	18	6	2	2	6	25	1	19	3	8	0	45	39	14	5	8	21	35	26	37	24	28	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_2092	2	11	0	7	0	1	40	1	43	0	10	48	1	14	0	2	0	0	24	79	56	230	8	106	97	100	91	92	54	75	24	69	3	22	30	24	31	17	7	78	11	0	102	65	7	27	11	13	2	37	78	52	6	96	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_953	16	24	20	33	14	24	13	20	30	24	20	63	64	26	33	57	9	61	26	35	18	36	14	32	15	15	41	26	33	14	16	45	47	60	39	39	33	29	12	15	43	35	5	107	103	61	49	41	53	12	34	28	37	45	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;Deferribacteraceae;Mucispirillum;
ASV_3120	0	0	0	0	8	0	75	15	103	105	16	311	78	0	2	14	26	3	6	15	42	4	0	48	32	0	3	4	4	5	56	0	8	22	21	5	1	5	0	40	8	136	1	8	0	31	0	0	48	74	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_157	110	59	7	118	66	34	160	63	136	173	92	191	150	105	200	168	349	114	75	116	39	92	75	83	91	55	44	70	51	34	61	23	48	33	43	73	89	53	27	92	46	166	53	118	111	70	40	39	106	125	98	130	76	121	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;
ASV_1334	50	70	7	0	9	3	26	6	9	4	94	28	50	2	16	39	37	50	24	15	38	24	56	11	4	23	53	80	39	33	26	13	24	29	4	1	29	14	24	1	20	30	15	7	12	46	42	40	7	52	18	5	24	7	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Clostridium IV;
ASV_2597	4	2	1	3	3	0	0	7	11	3	4	14	22	3	54	39	9	9	4	10	9	7	5	4	24	124	21	3	7	10	4	8	5	4	4	9	0	3	8	9	12	1	28	4	22	0	0	4	129	19	27	46	8	19	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
ASV_2645	0	0	0	0	1	0	34	12	57	49	12	188	52	0	1	10	13	0	6	4	26	5	0	33	28	0	1	1	2	2	41	1	5	8	8	0	3	2	0	28	3	86	0	5	1	23	0	0	17	40	1	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_166	265	129	44	179	54	134	185	67	202	122	165	280	101	77	405	229	177	691	49	99	13	28	42	41	90	21	31	151	13	31	78	89	185	97	115	114	236	290	315	131	148	310	791	471	143	311	146	84	85	372	311	74	137	85	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Odoribacter;
ASV_5849	0	0	1	1	0	0	1	12	7	2	0	8	4	7	1	2	16	1	0	1	34	4	1	1	2	0	0	0	2	0	0	2	1	11	0	3	4	8	3	39	2	0	67	3	16	2	14	1	1	11	0	120	0	14	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_813	31	17	26	19	18	13	25	13	36	29	24	77	77	29	44	42	18	84	30	46	19	21	15	42	11	18	43	34	28	10	15	45	49	48	39	41	52	32	21	25	50	35	12	105	102	62	39	41	57	14	36	32	31	33	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;Deferribacteraceae;Mucispirillum;
ASV_681	29	43	76	78	61	65	47	9	74	10	144	2	7	47	147	17	5	75	37	58	63	55	51	23	42	35	48	106	25	49	82	38	78	80	48	54	20	28	68	49	130	127	100	325	210	387	182	320	53	20	51	113	137	107	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_4347	34	19	80	5	21	41	5	3	3	10	12	14	47	23	17	20	31	21	8	7	10	11	7	12	6	14	2	14	1	2	9	12	11	13	11	5	1	8	34	11	8	10	41	28	28	16	27	29	14	27	7	18	10	12	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
ASV_1246	8	24	1	6	3	0	50	0	62	1	6	58	0	24	0	2	1	0	20	125	62	298	22	152	146	163	119	115	67	91	30	121	1	14	33	45	60	24	26	85	8	0	158	99	9	31	24	16	0	32	105	59	8	127	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_279	0	79	73	198	99	64	105	91	5	0	38	3	0	6	176	72	4	10	108	78	55	53	102	43	77	1	61	86	91	107	71	62	153	88	109	63	74	56	90	47	42	18	1	9	40	33	47	56	20	3	52	23	42	26	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_2677	7	11	4	1	3	1	5	8	6	3	20	0	3	31	13	18	11	3	7	3	21	21	5	14	14	57	40	22	28	14	18	19	28	14	7	9	3	2	36	38	27	33	52	17	20	12	10	24	111	5	35	48	23	68	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
ASV_147	36	95	35	27	5	4	140	13	56	132	34	24	90	40	36	49	0	375	73	148	42	106	103	115	118	7	47	58	73	7	63	97	124	93	70	104	135	114	91	196	109	174	190	83	45	38	92	44	141	86	96	9	10	35	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_3627	2	8	0	1	0	0	31	0	37	0	5	22	0	8	0	0	0	0	12	56	30	158	9	71	70	66	62	40	24	42	10	56	1	10	14	23	25	8	11	51	3	0	75	46	6	17	6	10	1	25	38	35	3	60	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_9071	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	2	31	0	0	11	25	13	44	7	14	0	0	0	12	3	1	0	0	1	10	4	0	0	0	0	109	0	57	11	0	1	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_3407	1	2	0	1	0	0	9	0	0	0	3	3	0	0	0	7	3	2	23	40	29	75	34	39	32	78	92	6	36	18	18	21	39	30	16	14	13	9	0	1	1	2	4	5	41	2	3	2	2	4	6	28	19	20	Bacteria;Firmicutes;Clostridia;Clostridiales;;;
ASV_1096	0	7	2	67	275	1	28	84	19	7	127	104	0	0	0	2	6	6	57	31	7	217	14	0	6	70	152	2	17	118	13	4	2	8	2	16	7	7	37	4	18	90	2	1	2	2	1	4	4	882	477	61	35	2	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_1353	19	42	73	36	31	38	38	16	69	29	44	38	50	115	44	81	38	1	39	11	22	29	11	4	19	29	27	20	10	25	33	14	5	18	13	21	21	11	38	7	23	8	24	22	32	53	19	26	7	17	11	22	23	17	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_2200	22	41	52	48	56	90	26	9	5	25	172	55	24	44	78	98	42	165	39	37	28	54	75	16	5	13	16	61	13	21	16	39	80	37	30	35	62	39	83	35	32	125	53	9	47	33	26	44	13	56	26	14	26	19	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Clostridium IV;
ASV_485	4	28	0	13	1	0	65	2	58	1	11	65	0	14	0	1	1	0	23	114	54	341	12	149	157	153	124	106	60	92	32	102	2	17	32	37	54	14	20	73	8	0	132	95	15	48	25	20	0	47	80	60	8	120	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_2910	40	51	49	30	36	33	10	4	18	5	105	1	0	32	35	24	4	13	113	12	35	42	50	20	30	40	81	105	37	36	28	86	22	56	45	30	31	31	70	7	29	40	19	4	46	72	41	60	0	2	1	1	5	15	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_2483	0	0	1	0	4	0	13	13	5	29	0	0	3	2	7	6	20	11	0	118	40	45	47	12	21	35	62	35	63	1	81	3	95	28	17	1	0	0	1	86	3	10	1	34	24	38	48	43	0	0	3	18	2	17	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_796	1	39	46	15	36	51	63	20	77	92	84	33	74	109	154	82	104	10	11	32	26	66	49	48	24	44	28	32	20	21	65	87	59	74	74	112	101	171	136	80	94	74	2	68	82	47	69	71	62	88	44	49	23	90	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;;;
